id,latitude,longitude
da461f90-da8d-4a7a-8673-d7147767e691,37.96372,-122.10282
8cd6cf0b-2093-4d2d-a6b0-e7dafd7454fd,33.75097,-117.15262
8edceab5-5145-400e-beeb-1bb3b2076f7c,38.3867,-122.83695
6e539c30-6ecb-4d97-b3ae-6c912bb865b5,34.47377,-117.83576
0c35cb88-fff9-4c29-9647-22a44eef59d8,33.77071,-117.86288
d40df232-e2a7-4395-81bd-bf03465228d6,34.09438,-118.46548
945eecd6-2e9a-44c1-a99b-b30bffca9eb0,38.74007,-121.36814
cbe9e5ac-10e9-4c09-a50c-5e5d288d1d82,38.80779,-123.02529
11e16cd1-c438-44b4-8127-8e39b6357d55,38.80089,-121.2905
c65afa32-b6d2-4d6c-ac3f-9066e95f94cd,38.9595,-121.09141
c0a73095-64ba-43ad-853e-ee516bfbab50,33.91766,-118.00082
053e8474-b665-41f8-a250-028a6a002995,38.08844,-122.1472
200adac8-c3dc-4c5f-9de3-f479e1221190,33.6774,-117.24854
e45504b8-1492-4f3c-8717-bbec5856ec91,33.29938,-96.40087
d932a1dd-5f5c-4bde-94b9-abca1a3ad1d9,34.18804,-118.86713
273e8069-9666-4445-befe-8eb3f77affee,34.2675,-119.17657
c38aa8a1-6d09-42f8-94b8-6c00021d83d1,38.24073,-122.67351
f048ea57-00a3-4e8b-a0d3-067bf2108756,33.59042,-117.17545
19c1a52f-cd43-4e22-a407-e18b6c6eece4,38.6158,-121.38524
7d7162da-84fd-4c41-a3dc-a99ac8665d85,33.88294,-117.44096
059a6926-da82-43e0-a004-e1c1418954cc,39.00289,-121.54673
a2c30ddf-ba14-41d3-810f-7e186d5a8d8a,33.75746,-117.81808
9c9a9f43-6254-48a4-a8ed-df842fe5a9a6,34.48773,-117.36697
a32bf492-596b-49e1-9a98-e62b7e228342,38.28489,-122.03123
6b50fead-7515-49b3-944a-c27e754e9f44,33.61342,-117.58102
26da0465-54e9-47a0-9dc3-b2b2dbad9539,33.84772,-118.16573
050418ce-7910-4069-ac1b-4eac8d4744c0,32.97993,-117.06455
ff8a2480-f6a7-4b0e-9ccd-d6918c15ef4c,36.82231,-119.88982
b579f827-cb8e-47b0-83b6-49b90919e6b5,34.07159,-117.69224
f5ad751f-2c1c-4677-830d-b8df921d740b,34.6805,-120.45178
be787fdc-8ade-4972-bbda-224499a69c4f,34.13225,-118.23872
f3398f93-c512-46e2-a887-00fe8e646922,38.80154,-121.23749
212293ce-159c-4d86-8c1d-b97a23ca4a31,35.52928,-120.70267
f47f63be-5d0d-4e21-a8ee-a035e72944f4,33.77983,-118.33996
80cbe690-0608-4ed9-85f9-5b154711d451,33.44852,-112.40397
6908f2f2-d9d1-41fc-a0c4-b61e0f6c4e4a,33.58045,-117.65898
628eb912-9de0-46dc-a66f-1a54d498d291,33.94228,-117.40102
5ffa7ba8-f1e1-4239-b4c8-e0f7eadd9fda,34.23649,-118.41454
417c280c-6a75-4ee9-811a-25b44ab248a9,37.69914,-122.15653
80949b58-96d5-4edb-8fdc-0a378695de0b,37.7775,-121.21402
c6219dfa-4e7b-4372-8be7-37a95e92f5b6,33.62616,-112.40774
b70cc44b-3594-4c93-b2ac-1f3a44fa3775,34.30176,-118.90801
c8b74804-bccf-44fb-914a-88818f5fac53,37.58319,-122.07244
f1359164-40ac-489a-94be-e6efcab39237,33.49106,-112.49823
e59b4525-ea60-48a0-ac85-0078d8c61dc5,33.32888,-117.1494
edd61d33-9469-457f-860c-952b55bfce4d,33.83291,-118.20134
dbd86ba9-eeb4-401d-a1c9-4a3c6c97b114,36.79342,-119.8974
a0b94bf2-5880-47d1-98e5-edfe848f4d11,34.06372,-117.17631
5b3c76ae-0580-4f5a-9f06-19665bc0eac2,37.53811,-122.2905
06e04e9c-a018-4f6d-9457-8fe1b1ae2d20,33.59521,-117.6519
511e7d43-102b-49b4-8bf1-1bf6221a8299,33.92218,-118.00691
084b6018-68be-469f-9444-de0fd3f3d7dc,34.16212,-117.27082
4585ebeb-28c3-49d2-8c3e-6b1dfb12c49e,34.26919,-118.68452
2a936f66-c27e-4882-953f-294af4d1ca74,34.24586,-118.54911
7e89fc09-b135-4f4b-9127-a3e807a5210b,33.84552,-118.0354
6cdb446e-ded3-4452-a218-b4c71fa7b06d,33.82183,-117.95307
79064ab3-c865-449f-a7b6-b6d6c39671b7,34.2003,-118.15009
d51f8bfb-b8eb-458c-bcb9-8e4470af8d0b,37.7349,-121.14572
00c6c610-9023-4cac-af7f-ad90e2584c3f,34.4698,-117.4776
04709b6c-de86-4536-98fd-c32dc35a72f6,37.5943,-122.46372
39ec3eca-05b0-4628-bfde-7a97104a88e1,33.76024,-117.81689
b74b119e-1b14-4e36-8a15-a35074b16564,37.97646,-122.4817
3ac95b27-a307-4054-8485-c688dd50116e,34.15894,-118.56991
cc5f9f49-f24c-4669-8998-0670a315fce5,34.46303,-118.51674
b1ec10e2-28de-42cf-8811-8edace666ccb,34.14873,-118.84225
1b1b69d2-2fbc-4838-8c2e-ea2dfee92be5,33.87351,-118.11413
e1706ba9-8ea9-4223-9a52-6cdd8a331ba9,34.24184,-119.08864
61e78360-2568-4a16-a7af-063c0bbdca0b,37.78079,-121.95908
d2e6f3c1-9c45-459f-8a66-ce34fc5287cb,37.47983,-122.24073
55443605-9efa-451a-8054-a2faf701be00,33.83605,-118.15224
2bb74d15-3d30-45e9-94e6-7060d68bfc20,34.45436,-117.23116
e14152fd-9ebc-42a6-a0cc-67a70d1b4ad9,33.57289,-112.05551
95b5d215-219b-4d06-ad86-02a996b5d828,38.0861,-122.14772
2d188679-aa24-428c-a588-a58bb91dc2ce,34.32026,-118.46147
d96e9cc8-4a12-46fc-ac82-0d73670e630a,37.49939,-122.2735
d8873477-d13b-4586-a708-ab266b1b2338,38.17967,-121.70518
97695a70-b5b0-4b60-abb9-fa6e18ec4525,38.7366,-121.26772
a4f3c75a-e9ad-46b3-8cf8-f34574d8c588,33.80792,-118.32653
afe5f9e4-92da-4368-a2f7-8e70059c2195,38.33897,-122.69339
a46940c3-5133-4283-a47a-fec69cfcbcb1,33.99993,-118.45327
36b189cb-3a32-4d2e-8ea1-158431481eea,34.62958,-118.21248
936b0dcd-aeab-43a7-85e7-abef2bf5541d,37.65723,-122.48849
b8f66802-7242-4314-85c3-6fe3d0e49431,33.92745,-118.00566
edd3e827-83d1-4d44-8210-b35ab0ef8f5b,38.27155,-122.06168
4e7f9ae4-4d8e-43dc-93a5-def0090e09e7,33.55525,-117.32036
cdd022c1-8b16-4c8d-b1a2-b4a6ce9abbec,37.85264,-122.25816
4b16746f-c8ca-4bb8-a15a-a35f1c5f2615,37.28435,-121.91177
64180b2f-b0d9-43cb-8f10-3922addd0d11,37.84039,-122.27292
92370b23-9997-454f-a666-548a4db8d503,34.103,-118.13836
4ab5a447-0fbf-4aed-aae3-c09dc2402a3a,34.07367,-118.49097
0b24423c-6065-4cc4-b957-5350596d7a81,36.28624,-119.78893
b2f125c5-ddb4-4dac-bd10-48f3f1daa210,33.5703,-117.6842
c739fec9-3b5e-441c-b46f-5b4730861f29,33.76592,-118.38311
c1092717-db6c-432c-bb51-acc8a64995d5,38.38825,-121.22958
3b2c418a-39a6-4d4e-b400-7f8f35d9550c,32.6698,-117.00295
cfb3e6c8-4c77-4f46-9688-d84c009d09b4,34.17839,-118.19173
7948899e-6da3-4bba-8ecc-bdc70993b046,37.29033,-122.0516
dd6137c3-4606-4ad8-8b40-a114527eca04,37.7099,-121.73515
d88a2f29-b1d8-4a8a-969d-5043e15af007,34.24784,-118.4956
df36d868-95d0-4a62-9134-dd7bf585873b,34.09878,-118.05165
deeec278-528d-4e30-8fcf-53578ca4963c,38.68261,-120.99765
a018acbb-853e-4dd6-abfd-0cc7d95c7722,34.48116,-117.38321
3df7a426-a3e0-4b9a-b27e-f5f86f9fd77d,33.78462,-118.41291
e78beba2-6988-4f3e-9c2a-24715417f5be,37.53047,-122.33959
1d34b185-6700-42b3-b779-5754bb8d8649,33.96197,-117.5961
a669f809-15e6-4055-a30c-cf7fd30b386e,38.30532,-122.73363
f764913e-1cb5-4efd-ad4f-a355019a90ec,37.35608,-122.06397
57b0a536-39f0-496e-88d3-a2c8fe2bfb22,37.74089,-122.43159
b085d87a-3070-4016-bfb1-0cff73668e1e,38.14723,-121.29128
739cf081-6abe-4a93-a268-5304b3524ef4,32.69086,-97.46079
1bf85f65-81ab-4d56-9093-266743c3abcf,38.67935,-120.97515
ad02513e-60e2-4b27-b437-e161fe002561,32.90582,-117.08982
bafb3125-d311-402c-a5a3-c1d761422df9,32.84088,-117.18961
249571ba-f154-439b-96f9-1300eb6e3d29,32.84402,-117.00457
23a50d39-fbea-4d4d-92ea-be4adbb687e6,33.96346,-118.18971
ee68946c-8253-43bd-bc35-4d7839ed092c,37.70112,-122.07415
2250eb43-7b38-49c5-aa71-28926790213c,30.63493,-97.6442
596af8ed-a5ec-46ab-81de-80f93e4b7217,37.4314,-121.91145
eff5efef-3d70-4830-b52d-c4c7da7572e9,36.96078,-120.09336
8b3844ec-d362-47a0-8a0a-090d59d35f34,34.86706,-118.14152
67f82481-e22e-46e3-abdc-4e163af21d24,34.02018,-117.63813
512251b7-690c-4dc9-99bb-f496692a7a2d,37.63954,-122.44403
a7d3f78c-5085-4fc1-a5f2-c8564d03cf6f,38.45034,-122.70404
b6061422-661f-423b-ae10-930c4194d174,37.70781,-121.926
bd477e15-1adc-427e-9793-6260721aa551,39.02101,-120.81865
7d0a211f-ef2e-490c-ae0f-a802ff1328ff,34.26552,-118.4989
eeef1e0d-ac6d-4885-9f8c-1909a44f6b8e,33.83691,-116.55557
d80e5987-982b-44d6-80b5-bbbb0be42af9,33.74698,-117.79839
4cce6b0f-6dd3-468e-922d-a42dd1a8973e,37.96283,-121.32955
a5fe77e7-8e94-48d8-a70b-44c8a87e1c1c,33.83422,-117.539
05238eff-ee2f-4df4-b91b-1aed41f17867,37.55835,-121.98781
652b7639-716b-42f2-935e-3aca944c2677,34.23095,-118.50266
e9a970a9-9053-4510-9121-e141d7e6edfb,39.13529,-121.53172
a5b88fec-f74d-492f-87df-2a59af804aee,32.7036,-117.13376
d4ccd01c-0b3b-495c-bd01-146414af6bdc,34.20612,-118.49524
6bac9784-2a05-4d57-bbf5-aceb7c1c0a77,34.6663,-118.16226
7b85f6b1-d815-469b-acd9-0a4e4b3cf1c6,32.76801,-116.91544
4b179988-a7d1-41ac-b8fc-b8990753facd,34.08445,-117.35088
f8bec2cf-95d9-44f3-be58-84f5c2591e81,33.34125,-111.81003
66341e19-c519-4bc7-a447-cc7ea69090ad,37.07711,-120.19537
a8a6e77e-4494-41a3-a146-f17363b028aa,37.534,-122.35475
f4ae7e7f-a0ba-4faa-9153-8616ca5d1b40,32.78726,-117.0269
270e7445-6cd7-42c9-b34c-39c16675d957,32.90505,-97.29415
0f60a7b8-1d2e-4796-b534-5d62d10f7858,33.32782,-111.97591
a5ffbfe6-8357-4ab2-989a-40155db7802f,38.35457,-121.94276
f285330c-295b-4ab1-943e-e45a4e01c4ac,31.10691,-97.77025
d86a4313-bb7c-4deb-9e28-0de423572d44,33.95423,-118.44586
cdcf841c-b3a1-46d5-b2cd-e92b540be5c9,33.19268,-117.18214
38fef9ed-b685-440f-a1bf-6c1493a63eb0,33.94866,-117.50536
1aa06f91-72ec-4e87-92cb-3e007ae7b8c2,34.01506,-117.58482
d1733893-6358-4189-b624-a412c75431a8,36.55755,-119.9489
3fc91cd4-0273-4125-9fa9-73595085d6c2,37.93805,-122.52596
0c5855aa-6849-497a-8ae3-e69fa85b257a,33.62526,-117.6053
5e3e1d7e-6d6b-4adf-8aa1-0de0a0c109cf,33.88907,-117.91346
6604cc58-8a51-4b09-99a4-5f4e50b5820f,34.23732,-118.92821
ee92af43-cfbb-4eb2-850f-a6af004023d4,37.8949,-122.28465
53c11c06-5321-4231-96dc-bcb3a0016b8b,33.48718,-117.06857
5c9278dd-9cc6-46ef-9dc4-b480a4f44b40,34.14976,-117.93311
ab3b8eaa-670e-4b0e-b7ee-b92be63f6278,37.7775,-121.21402
b815243c-a6d1-46a0-ba78-5af1b020099d,33.98642,-117.5357
99373995-ffd9-45af-bf3f-2bbc0547b368,34.09392,-117.91484
7431333a-29b0-4f8e-9043-bc623d978986,36.84194,-119.58653
7d6ead30-a820-472c-9ce1-773d75c63490,39.01426,-121.55194
ef9dc3ac-7d1d-475f-9ffa-1e70076c75cf,37.25963,-121.81185
f23950bd-be6c-48d4-ae09-315c7f594b0d,37.3759,-121.78901
b65499d8-28a7-403a-bae7-f0d5f9969585,34.16733,-118.45432
d83afc1e-769d-4b50-826c-a97b046139f8,33.37055,-117.23443
10e52a15-7731-4d65-a9c7-fadfa522f0e9,33.4292,-117.59669
721ccf6c-bc35-44be-b06c-a77f152bc927,34.29193,-118.56526
2a05a570-9d51-46cc-9662-333c17072c5f,38.30098,-122.29561
6e6b4a48-b1ed-4e8c-aa11-1b917041c2f7,37.74087,-121.44816
f578b15b-38ad-4d11-8d2f-5cdfc8b3d584,33.76009,-117.01664
737eb5f8-2378-424c-a7c8-b61d31d3c298,38.80329,-123.02028
a80bb2ad-595a-4275-ba96-281a1adcf6a4,38.09991,-122.24792
88ef484c-4810-42df-9c3a-7dd5dad6331b,35.7256,-117.84223
53489f47-b5b5-4dd8-9cbc-fc97416254b1,34.2139,-118.6406
adbcde37-541f-4a4f-9e6c-20d3e916da76,34.03037,-117.19597
a38f7259-43b4-4bc4-8526-2a6c35f64b58,33.27957,-117.28591
28276644-f3ba-4db8-814f-ff5bf1fec8b7,33.85061,-117.73381
0e3df6ba-671b-409e-bd5f-77d9317373d1,32.95882,-117.23278
516b0941-103d-47e0-aedd-e06cb6f7cc59,33.75647,-117.81916
bded9955-2270-4433-9978-129b89181212,33.5915,-117.65447
a355f059-1aff-4177-b8ca-92b0c0c94ea5,33.65817,-116.30464
70155872-32a0-4f5d-9d76-4b714f736289,38.80434,-121.28969
3c184eab-cb29-4874-8bf8-434644ae09b0,32.92721,-117.1596
1943793f-da6d-4587-a749-54ce68832ddd,34.32338,-118.46942
56956234-c544-4275-8ced-6a2667e398e2,34.4918,-117.40498
5b684fe1-7c1c-4019-9f01-3b085ab3b3c8,38.10495,-122.22814
64564bfc-ca28-4682-8e5d-3417ae925223,37.29072,-122.02095
30a8669a-1d39-4d42-80af-2d5b3e619fb2,37.89519,-121.60925
19b9bde4-7bcd-43bb-87c2-851ddbf61229,36.09791,-120.31184
f6aa2387-aa7e-47d8-8f81-edb1ba2c7113,33.95622,-117.36116
8886cc56-8b0f-4401-b2fd-9711b63dc058,37.32241,-120.62564
cd636bc1-bdf9-4f7f-add0-cbbbfa9fa62d,37.64176,-122.43634
ceb9d445-fc7b-4db6-ad33-63d94a0146c6,33.62479,-117.91948
f255ef7b-9c70-4e86-b454-8c5df82df264,37.53727,-122.27232
0bfa9508-60bc-4302-b455-d4811ddc2a51,33.06456,-96.74956
87d71701-9bc3-4ade-8e6a-ecc7e3862745,36.84136,-119.72794
76ab24d4-b5a1-4eca-a1cd-e54340e9d973,32.79891,-117.12765
aa1edf6d-3f7c-4b94-89ec-c16231742e17,34.1927,-118.63487
cab02a32-b506-4c08-8dd8-171fc813d1e4,38.39648,-122.57693
e3635b06-d09c-4c87-bce2-533719357b8e,33.70599,-117.79391
d651fa53-40db-4ae8-8d2e-768b25300ec6,33.5596,-117.69402
683204b4-84ed-4f09-bb27-8c1ee55a7958,34.1512,-118.74064
18f6ed34-22b2-48c7-ac25-941d039f399b,33.94196,-117.59875
dd5926fb-cd54-418b-9653-d522718cecbe,38.00944,-121.9454
cbc3308b-bd2f-47eb-b88a-85bfe5286e10,34.14697,-117.29215
ed2e8d27-5ef1-4b8d-8b11-8c7165c52608,34.00303,-118.35026
b59d048c-6bbf-4435-b03f-cfaedcd3a6f2,34.09865,-117.75043
54230048-d485-4921-8576-403df6938bc6,37.25963,-121.81185
113c6c70-3f0e-48cc-abd9-54e8c79f7b44,37.30777,-121.90545
0c29a9f5-03bb-450e-9d10-b285dbe6b5d6,37.46987,-122.15312
96c61ae0-0e89-4d9d-b175-ccccfa487f83,38.37761,-121.992
4c82873a-9c9d-4e34-840c-832a476b44f5,39.53457,-121.46366
644a4dd2-e90e-4961-baed-f931ceddd942,39.16191,-121.64184
7548f225-1096-4fe3-bdd8-72f69278a562,37.3299,-122.3874
098a3e30-9309-4294-a509-5d2b1071c974,34.10426,-118.02181
1cd3eb61-c8fa-48bf-8003-93a382b37b54,37.55384,-122.25088
b8970979-cee8-461d-8b83-6dac7350721e,34.28694,-118.70427
614f7dba-5670-4de6-b61a-114cb8b0f1e2,36.83581,-119.89177
d197c94c-b349-4b32-bc47-bd3cff8ec04a,33.23145,-111.86028
9679148d-e18b-4203-801d-47cd7245801c,34.61995,-118.18458
5810a38d-f329-499e-9c2b-2188cd31e75f,38.60217,-121.52784
5f88165b-c209-46a1-a71a-d2f6ad49c209,33.82884,-118.04418
9773f8f0-7b54-466e-a1ab-6833ded973bc,37.98609,-121.79404
8263b443-5033-4376-82d2-dbb0eb622a50,37.50669,-121.91236
abca55d0-0e9b-4ea9-bc26-63d8ee1581c2,38.46858,-121.31657
621f1485-0baf-4a34-b9b0-d5340e5f222a,36.82128,-121.39988
9d2a8712-a7ae-4ff3-b738-ca4c0d975665,34.27542,-118.66774
fd98f355-32a2-4c25-96fa-e8d904c81e6c,32.84814,-97.41342
7d2db54e-e85c-4fe7-8592-f436b285819f,37.61035,-122.41733
464a3a94-d387-4b23-8fb8-391403e204ee,37.56342,-121.98076
c31d19b7-a174-4757-bc1b-00975ea94c0c,37.10506,-121.63997
711d1ae3-8529-448e-b375-7659b6f8f505,37.95034,-122.32046
0d39e59a-569a-43da-8558-741aacf81db7,33.74348,-118.01857
8255c6fe-ef74-4134-a5e6-f1dbd65658c6,38.27739,-122.29094
1b73cb67-dcfb-4a41-92d6-07273261a82f,32.77895,-117.16628
9020ab46-761d-4663-87d4-3d000d6823d2,38.8922,-121.0675
ee0b54cd-f250-4a6c-8dad-b5076f29d4ed,38.68728,-121.07778
85f998e0-b904-4534-ad99-4617b4e8fc13,34.0757,-117.32671
6316d661-25b8-4e4f-b66c-047285b953dd,33.86275,-118.36287
33c0e687-144f-4ca4-9569-19b9b5f9238f,38.69175,-121.28631
