geoid,rate
12003,11.3
12005,10.6
12007,2.3
12009,9.5
12011,9.2
12013,2.9
12015,9.3
12017,6.7
12019,9
12021,10.7
12023,2.1
12027,14.7
12029,0.2
12031,11.7
12033,12.7
12035,6.3
12037,3.1
12039,5.2
12041,3.1
12043,6.2
12045,8.3
12047,1.2
12049,5.2
12051,13.8
12053,6.9
12055,10.3
12057,12.5
12059,0.4
12061,10
12063,12.4
12065,2.7
12067,4.4
12069,8.2
12071,10.6
12073,15.2
12075,2.1
12077,0
12079,8.6
12081,11.8
12083,6.4
12085,5.7
12086,10.5
12087,11.5
12089,4.1
12091,8.7
12093,7.1
12095,12.1
12097,11.8
12099,10.8
12101,7.4
12103,10.7
12105,9
12107,2.9
12109,9.7
12111,7.7
12113,6.2
12115,9.4
12117,10.2
12119,6.3
12121,4.7
12123,4.2
12125,5.4
12127,10.7
12129,7.1
12131,7.4
12133,2.7
13001,8.6
13003,4.1
13005,0.7
13007,0
13009,9.3
13011,3.4
13013,2.2
13015,3.3
13017,0
13019,16.7
13021,21.1
13023,19.6
13025,2.5
13027,0
13029,8.2
13031,10.3
13033,15
13035,3.2
13037,5.7
13039,3.8
13043,7.2
13045,11.1
13047,15.3
13049,11.6
13051,14.6
13053,35
13055,0.6
13057,4.8
13059,18.2
13061,0
13063,7.9
13065,0
13067,10.8
13069,9.9
13071,8.3
13073,5.6
13075,3.6
13077,11
13079,45.7
13081,20
13083,4.1
13085,8
13087,3.5
13089,16.5
13091,4.7
13093,1.8
13095,17.4
13097,6.4
13099,3
13101,3.8
13103,9.8
13105,3.9
13107,5.2
13109,1.1
13111,0.8
13113,8
13115,8.5
13117,7.1
13119,18.7
13121,15.2
13123,19.3
13125,25
13127,11.6
13129,8.5
13131,11.3
13133,16.4
13135,6.6
13137,7.8
13139,5.2
13141,11.7
13143,3.3
13145,4
13147,8.7
13149,0
13151,6.5
13153,7.5
13155,0
13157,2.6
13159,2.7
13161,8.1
13163,34.9
13165,0
13167,0
13169,0
13171,37.3
13173,5.4
13175,7.1
13177,13
13179,4.1
13181,3.4
13183,15.2
13185,17.5
13187,6.3
13189,0
13191,0
13193,9.7
13195,6.8
13197,32.4
13199,1.6
13201,0
13205,7.9
13207,2.3
13209,13.4
13211,2.4
13213,4.7
13215,15.6
13217,6.5
13219,2.1
13221,10.7
13223,7.3
13225,19.6
13227,0.8
13229,1
13231,9.4
13233,4.1
13235,0
13237,12.1
13239,0
13241,3.3
13243,4
13245,11.9
13247,5.5
13249,1.2
13251,21.5
13253,0
13255,6.9
13257,1.5
13259,25.5
13261,7.5
13263,0
13265,36
13267,3.2
13269,8.9
13271,7.5
13273,0
13275,10.4
13277,6.3
13279,6.9
13281,5.5
13283,27.8
13285,9.9
13287,2
13289,100
13291,0
13293,0
13295,5.3
13297,5.9
13299,2.6
13301,7.2
13303,3
13305,14.9
13307,0
13309,0.8
13311,7.2
13313,6.1
13315,0
13317,42.6
13319,1.5
13321,3.2
15001,8.7
15003,10.1
15005,7.1
15007,13.3
15009,8.5
16001,15.9
16003,0
16005,32.2
16007,12.2
16009,9.5
16011,2.6
16013,7.7
16015,10.4
16017,3
16019,8
16021,12.5
16023,3
16025,0
16027,4.3
16029,24
16031,5.2
16033,0
16035,0
16037,20.5
16039,18.5
16041,4
16043,3.8
16045,8
16047,2.2
16049,4.3
16051,7.3
16053,9
16055,7.7
16057,39.7
16059,4.5
16061,13.8
16063,11.3
16065,19.7
16067,11.9
16069,16.9
16071,3.7
16073,6.6
16075,0.2
16077,14.2
16079,7.9
16081,7.8
16083,12.1
16085,20.5
16087,4.7
17001,18.3
17003,8.2
17005,10.8
17007,3.4
17009,0
17011,5.9
17013,17.8
17015,2.2
17017,14.5
17019,31.9
17021,2.3
17023,4.1
17025,1.4
17027,8.8
17029,31
17031,8.2
17033,2.2
17035,48.6
17037,14
17039,8.2
17041,6
17043,7.8
17045,26.1
17047,0
17049,29.6
17051,6.8
17053,2.8
17055,19.9
17057,14.1
17059,0
17061,17.6
17063,3.4
17065,0
17067,12.4
17069,0
17071,14.3
17073,3
17075,6.9
17077,21.9
17079,48.6
17081,35.6
17083,20
17085,4.8
17087,0.6
17089,5.2
17091,8.1
17093,4
17095,25.6
17097,6.5
17099,8.4
17101,3.1
17103,4.1
17105,5.7
17107,7.8
17109,28.9
17111,5.1
17113,23.5
17115,8.2
17117,7.8
17119,8.1
17121,17.9
17123,6.4
17125,0
17127,14.6
17129,0
17131,24.1
17133,0
17135,1.7
17137,20.3
17139,6.3
17141,11.1
17143,16
17145,8.2
17147,11.5
17149,0
17151,11.4
17153,25.4
17155,0
17157,1.7
17159,18.4
17161,17.9
17163,8
17165,6.7
17167,15.7
17169,56.3
17171,0
17173,27.2
17175,0
17177,16.9
17179,9.2
17181,3.9
17183,12.7
17185,47.2
17187,11
17189,0
17191,36.6
17193,8.1
17195,2.6
17197,4.8
17199,12.1
17201,6.9
17203,5.1
18001,16.8
18003,11.4
18005,24.5
18007,0
18009,0
18011,9.6
18013,4
18015,6.7
18017,8.8
18019,5.7
18021,1.4
18023,2.1
18025,0
18027,0
18029,6.6
18031,27.9
18033,1.6
18035,20.2
18037,11.7
18039,5.8
18041,40.5
18043,3.1
18045,4.8
18047,57.7
18049,0
18051,8.7
18053,11.7
18055,16.6
18057,13.6
18059,3.6
18061,14.2
18063,16.7
18065,3.5
18067,9.2
18069,12.8
18071,19
18073,3.1
18075,2.6
18077,12.9
18079,9.1
18081,17.8
18083,8.3
18085,7.6
18087,3.8
18089,6.5
18091,2.8
18093,2.3
18095,6.8
18097,15.2
18099,6.5
18101,0
18103,24.9
18105,36.8
18107,27.8
18109,11.5
18111,24.8
18113,2
18115,
18117,18.1
18119,0.7
18121,8.5
18123,3.2
18125,30.3
18127,10.8
18129,28.7
18131,26.4
18133,24.8
18135,9.3
18137,29.2
18139,14.2
18141,16.4
18143,35.8
18145,8.7
18147,0
18149,1.8
18151,27.1
18153,0
18155,48.7
18157,38.3
18159,12.4
18161,0
18163,19.1
18165,45.5
18167,20.9
18169,7.4
18171,41.5
18173,18.4
18175,0
18177,13.7
18179,22.3
18181,10.1
18183,13.7
19001,4.8
19003,0
19005,13.9
19007,14.9
19009,9.7
19011,12.6
19013,19.7
19015,0
19017,51
19019,23.5
19021,10.1
19023,40.7
19025,1.8
19027,16.3
19029,0.6
19031,16.9
19033,13.3
19035,11.5
19037,1.5
19039,7.5
19041,17.3
19043,4.5
19045,19.1
19047,3
19049,20.3
19051,0
19053,16.1
19055,13.5
19057,27.9
19059,8.5
19061,18.4
19063,6.7
19065,47.3
19067,5.6
19069,12.9
19071,14.3
19073,6
19075,13.2
19077,0
19079,15.2
19081,4.5
19083,23.9
19085,0
19087,4.8
19089,0
19091,2.8
19093,17.7
19095,0.5
19097,8.1
19099,14
19101,61.2
19103,28.2
19105,10.6
19107,33.8
19109,16
19111,9
19113,20.9
19115,15.9
19117,0
19119,16
19121,10.9
19123,42.1
19125,9.8
19127,13.1
19129,0
19131,25.8
19133,22.1
19135,14.8
19137,17.7
19139,11.8
19141,7.3
19143,10.3
19145,30.4
19147,35
19149,23
19151,5.1
19153,13.8
19155,15.8
19157,28.2
19159,0
19161,0
19163,18.1
19165,0.8
19167,18
19169,39.2
19171,2
19173,13.7
19175,23.7
19177,0
19179,12.9
19181,9.6
19183,9
19185,5.4
19187,27.7
19189,12.1
19191,7.8
19193,9.2
19195,1.8
19197,11.9
20001,15.5
20003,0
20005,16.9
20007,9.1
20009,5.3
20011,16.1
20013,0
20015,12
20017,6.3
20019,0
20021,2.4
20023,20.5
20025,0
20027,7.6
20029,28
20031,22.3
20033,0
20035,23.2
20037,37.3
20039,40.7
20041,8.8
20043,32
20045,38
20047,1.1
20049,0
20051,27.1
20053,5.8
20055,9.6
20057,12.1
20059,17.7
20061,5.6
20063,40
20065,54.9
20067,0.8
20069,4.2
20071,16.7
20073,0
20075,18.3
20077,3.1
20079,9.1
20081,3.8
20083,45.1
20085,0
20087,0
20089,2.8
20091,12.1
20093,5.1
20095,0
20097,15.3
20099,7
20101,0
20103,18.3
20105,19.2
20107,0
20109,0
20111,14
20113,18.9
20115,25.8
20117,17.8
20119,6
20121,21
20123,36.2
20125,23.1
20127,30.4
20129,0
20131,8.8
20133,3.6
20135,38.7
20137,0
20139,0
20141,40
20143,20
20145,0
20147,0
20149,8.6
20151,8.5
20153,14.8
20155,7.7
20157,34.9
20159,15.7
20161,34.8
20163,18.4
20165,0
20167,0
20169,2.6
20171,0
20173,10.5
20175,7.7
20177,9.9
20179,10.9
20181,0
20183,0
20185,0
20187,16.2
20189,21.1
20191,15.5
20193,18.1
20195,3.1
20197,11.4
20199,16.7
20201,7.3
20203,9.4
20205,0.7
20207,0
20209,11.7
21001,18.5
21003,7.1
21005,5.6
21007,6.6
21009,21.8
21011,0
21013,39.3
21015,15.8
21017,9.3
21019,9.1
21021,14.5
21023,35.3
21025,10.5
21027,0
21029,5.2
21031,9.8
21033,0
21035,43.9
21037,25.6
21039,0
21041,0
21043,57
21045,15.2
21047,16.5
21049,8.7
21051,5.1
21053,52.2
21055,0
21057,18.2
21059,28.6
21061,29.2
21063,25
21065,0
21067,23.7
21069,0
21071,17
21073,16.1
21075,31.4
21077,14.2
21079,1.9
21081,1.8
21083,13.3
21085,13.7
21087,0
21089,2.9
21091,0
21093,11
21095,6.3
21097,17.1
21099,22.2
21101,5.3
21103,4.1
21105,0
21107,10.8
21109,0
21111,17.3
21113,15.7
21115,1.9
21117,13.6
21119,47.5
21121,5
21123,6.1
21125,8.5
21127,35.4
21129,0
21131,0
21133,4.3
21135,0
21137,0
21139,0
21141,0
21143,6
21145,7.8
21147,9.1
21149,6.1
21151,24.6
21153,17
21155,13.7
21157,16.5
21159,0
21161,20.2
21163,10.2
21165,0
21167,18.5
21169,7.3
21171,8.7
21173,5.8
21175,13.5
21177,0
21179,6.4
21181,13.2
21183,24.1
21185,4.9
21187,0
21189,0
21191,37.2
21193,0
21195,15.3
21197,2.9
21199,24.7
21201,
21203,0
21205,24.3
21207,3
21209,9
21211,18.4
21213,4.2
21215,0
21217,54.3
21219,10.7
21221,11.1
21223,0
21225,29.6
21227,27.3
21229,16.7
21231,0
21233,12.9
21235,31.1
21237,
21239,7.5
22001,22.4
22003,2.5
22005,17.6
22007,19.9
22009,50
22011,9.6
22013,47.7
22015,16.3
22017,13.1
22019,22
22021,54.1
22023,0.6
22025,75.4
22027,2.5
22029,8.7
22031,1.6
22033,17.5
22035,0
22037,0
22039,43.9
22041,37.8
22043,9.2
22045,19.7
22047,19.4
22049,2
22051,11.1
22053,16.3
22055,21
22057,21.9
22059,21.9
22061,43.7
22063,10.9
22065,0
22067,23.6
22069,21
22071,17.4
22073,24.2
22075,6.5
22077,13.7
22079,20.6
22081,52.6
22083,0
22085,19.5
22087,14
22089,15.7
22091,8.5
22093,1.3
22095,18
22097,2.3
22099,35.5
22101,7.9
22103,12.7
22105,24.6
22107,0
22109,17.3
22111,29.6
22113,15.3
22115,17.7
22117,0
22119,24.3
22121,1.3
22123,0
22125,8.2
22127,0
23001,14.8
23003,4.9
23005,16.3
23007,13.6
23009,16.6
23011,15.8
23013,15.6
23015,4.4
23017,14.3
23019,13.3
23021,5.6
23023,1.4
23025,10.4
23027,18.2
23029,9
23031,13.6
24001,16.2
24003,9.5
24005,12.4
24009,13.6
24011,18.5
24013,5.6
24015,14.9
24017,7.5
24019,7.1
24021,12.3
24023,12.4
24025,6.9
24027,9.4
24029,4.6
24031,11.3
24033,10.8
24035,11.7
24037,12.4
24039,17
24041,5.1
24043,10.8
24045,19.7
24047,3.1
24510,16.7
25001,6.9
25003,15.3
25005,5.6
25007,2.8
25009,11.8
25011,19.6
25013,10.7
25015,22.5
25017,14.3
25019,13.3
25021,13
25023,10.3
25025,16.1
25027,12.1
26001,5.2
26003,17.1
26005,9
26007,2.9
26009,13.6
26011,0.8
26013,16.9
26015,9.1
26017,9.3
26019,6.1
26021,18.6
26023,17.3
26025,24
26027,4.3
26029,20.7
26031,5.1
26033,16.1
26035,7
26037,17.8
26039,7.5
26041,5.7
26043,9.7
26045,11.8
26047,10.4
26049,9.3
26051,2.5
26053,14.7
26055,11.6
26057,12.8
26059,12.6
26061,39.5
26063,16.7
26065,33.3
26067,5.6
26069,10.3
26071,2.1
26073,44.5
26075,16.3
26077,18.5
26079,13
26081,13.6
26083,21.7
26085,18.8
26087,7.3
26089,10.7
26091,11.1
26093,8.7
26095,0
26097,37.6
26099,10.9
26101,24.8
26103,21.9
26105,3.4
26107,20.7
26109,2.8
26111,25.1
26113,8.3
26115,8.5
26117,9.8
26119,9.8
26121,8.2
26123,5.3
26125,15.2
26127,13.5
26129,10.5
26131,8.6
26133,17.9
26135,2.8
26137,11.4
26139,13.6
26141,14.2
26143,16.7
26145,19.4
26147,9
26149,8.1
26151,5.6
26153,0
26155,6.7
26157,16.3
26159,10.5
26161,22.6
26163,10.8
26165,9.1
27001,5.7
27003,9.5
27005,36.8
27007,20.6
27009,5.3
27011,13.2
27013,26
27015,23
27017,13.9
27019,7.7
27021,18
27023,18
27025,5.9
27027,27
27029,21.8
27031,34.8
27033,10
27035,20
27037,7.5
27039,16.4
27041,7.1
27043,1.8
27045,36.4
27047,4.9
27049,12.3
27051,0
27053,14.6
27055,17.2
27057,15
27059,21.4
27061,7
27063,1.9
27065,29
27067,24.7
27069,0
27071,8.7
27073,11.1
27075,22.2
27077,26.6
27079,3.2
27081,0
27083,23.5
27085,9.6
27087,18.4
27089,7.5
27091,2.6
27093,22.1
27095,8.3
27097,14.9
27099,13.2
27101,10.8
27103,15
27105,11
27107,31.4
27109,16.6
27111,18.9
27113,15.5
27115,2.6
27117,1.5
27119,29.6
27121,5
27123,16.9
27125,10.3
27127,8.4
27129,7.9
27131,14.5
27133,3.6
27135,6.3
27137,19.9
27139,8.2
27141,9.4
27143,16
27145,27.8
27147,7.5
27149,42.9
27151,18.9
27153,1.6
27155,7.9
27157,4.2
27159,5.7
27161,2.7
27163,9
27165,12.3
27167,0
27169,18.1
27171,12
27173,6.1
28001,19.6
28003,23.3
28005,0
28007,15.3
28009,0
28011,0.8
28013,6.7
28015,0
28017,7.1
28019,73.3
28021,23
28023,56
28025,0
28027,15.3
28029,20.3
28031,30.1
28033,10.6
28035,16.7
28037,0
28039,33.3
28041,0
28043,6.5
28045,6
28047,16.5
28049,22.3
28051,0
28053,59.6
28055,0
28057,27.4
28059,10.9
28061,0
28063,0
28065,0
28067,3.2
28069,0
28071,30.9
28073,2.7
28075,4.1
28077,0
28079,0
28081,4.7
28083,9.5
28085,9.6
28087,22.3
28089,19.7
28091,21.7
28093,14.3
28095,0
28097,86.4
28099,0
28101,8
28103,20.8
28105,31
28107,51.8
28109,0
28111,0
28113,2.7
28115,0
28117,15.5
28119,36.6
28121,18.9
28123,8.4
28125,25.5
28127,5.9
28129,3.6
28131,0
28133,9.6
28135,4
28137,11.5
28139,1.9
28141,16.2
28143,8.4
28145,14.3
28147,0
28149,4.6
28151,27.5
28153,0
28155,0
28157,
28159,0
28161,0
28163,5.7
29001,31.7
29003,13
29005,38.8
29007,15.3
29009,9.4
29011,1.4
29013,5.6
29015,3.4
29017,0
29019,28.4
29021,31.7
29023,11.2
29025,6.4
29027,11.2
29029,14.1
29031,37
29033,39.3
29035,0
29037,7.2
29039,11.4
29041,10.3
29043,7.1
29045,9.1
29047,8.8
29049,2.5
29051,18.4
29053,3.5
29055,0
29057,19.6
29059,0
29061,8
29063,2.3
29065,29.8
29067,0
29069,11.4
29071,7.9
29073,3
29075,0
29077,19.6
29079,63.6
29081,0
29083,0
29085,19
29087,10
29089,9.2
29091,15.2
29093,0
29095,10.7
29097,8.2
29099,9.3
29101,21.1
29103,0
29105,11.8
29107,0.7
29109,5.4
29111,10.8
29113,11.5
29115,29.9
29117,3
29119,10
29121,9.5
29123,28.3
29125,0
29127,23.5
29129,15.8
29131,5.5
29133,0
29135,2.4
29137,0
29139,15.1
29141,0.4
29143,20.8
29145,6.5
29147,33.6
29149,9
29151,11.6
29153,0
29155,3
29157,31.3
29159,7.3
29161,43
29163,3.6
29165,16.8
29167,9
29169,25.8
29171,0
29173,0
29175,24.7
29177,3.5
29179,0
29181,17.9
29183,17.9
29185,0
29186,1.4
29187,11.1
29189,14.2
29195,13
29197,4.3
29199,0
29201,11.2
29203,0
29205,0
29207,1.9
29209,18.3
29211,4.7
29213,21.3
29215,33
29217,20.1
29219,5
29221,0
29223,7.8
29225,1.5
29227,0
29229,2.1
29510,19.2
30001,8.4
30003,17.5
30005,36.1
30007,6.5
30009,9.1
30011,0
30013,9.3
30015,11.8
30017,6.9
30019,13.2
30021,15.7
30023,2
30025,0
30027,9.8
30029,8.5
30031,24.3
30033,
30035,34.2
30037,0
30039,23.9
30041,12.2
30043,19.8
30045,7.7
30047,2.4
30049,13.4
30051,28.8
30053,4.3
30055,0
30057,57.6
30059,0
30061,0
30063,21.4
30065,21.5
30067,2.9
30069,0
30071,30
30073,25.2
30075,
30077,0
30079,4.5
30081,9.4
30083,0
30085,0
30087,26.3
30089,6.5
30091,12.5
30093,42.9
30095,4.3
30097,11.6
30099,18.4
30101,1.7
30103,0
30105,37.5
30107,46.7
30109,0
30111,13.9
31001,8.9
31003,28.9
31005,100
31007,85.7
31009,0
31011,27.1
31013,19.6
31015,42.9
31017,14.3
31019,24.7
31021,0
31023,8.9
31025,2
31027,0
31029,26.1
31031,3.3
31033,0.5
31035,5
31037,19
31039,3.4
31041,3.6
31043,4.5
31045,24.9
31047,10.1
31049,12.5
31051,13.1
31053,6.6
31055,15.3
31057,2.3
31059,0
31061,0
31063,7.1
31065,4.5
31067,0
31069,0
31071,0
31073,0
31075,0
31077,0
31079,13.5
31081,3.7
31083,14.3
31085,13.8
31087,0
31089,10.4
31091,0
31093,26.2
31095,31.5
31097,6.6
31099,3.4
31101,3.7
31103,37.5
31105,0
31107,11.9
31109,23.5
31111,7.8
31113,100
31115,100
31117,
31119,2.9
31121,0
31123,8.9
31125,20
31127,12
31129,19.7
31131,20
31133,0
31135,19.4
31137,11.6
31139,13.3
31141,7
31143,21.3
31145,25.1
31147,0
31149,0
31151,11.9
31153,10.2
31155,13.8
31157,18.4
31159,10.4
31161,2.9
31163,0
31165,0
31167,6.7
31169,7.7
31171,21.1
31173,22.9
31175,50
31177,42.8
31179,0.7
31181,0
31183,
31185,12
32001,18.7
32003,7.1
32005,5
32007,5.5
32009,0
32011,0
32013,8.5
32015,6.2
32017,0
32019,2.5
32021,22.2
32023,4.1
32027,0.1
32029,0
32031,5.7
32033,0
32510,4.1
33001,8.1
33003,6.9
33005,14.7
33007,2.7
33009,19.9
33011,11.6
33013,20.1
33015,9.2
33017,17.2
33019,7.5
34001,9.7
34003,7.7
34005,6.7
34007,9.9
34009,9.6
34011,8.1
34013,9.8
34015,9.1
34017,13.6
34019,5.2
34021,13.8
34023,10.6
34025,5.7
34027,7.7
34029,5.7
34031,8.2
34033,6.4
34035,8.6
34037,3.4
34039,8.2
34041,7.8
35001,9
35003,1.4
35005,6
35006,8.4
35007,5.8
35009,9.1
35011,14
35013,6.1
35015,11.8
35017,3.6
35019,0
35021,0
35023,2.7
35025,5.6
35027,5.2
35028,7.9
35029,3.8
35031,7.1
35033,0
35035,21.7
35037,34.2
35039,6.3
35041,10.5
35043,1.8
35045,7.2
35047,27.6
35049,6.4
35051,0
35053,13.3
35055,8.6
35057,32.4
35059,2.5
35061,4
36001,17.7
36003,27.4
36005,10.9
36007,17.7
36009,14
36011,9.6
36013,13.4
36015,11.8
36017,4.8
36019,17.2
36021,13.2
36023,3.2
36025,5.2
36027,8.5
36029,19.8
36031,11.6
36033,3
36035,6.5
36037,7.9
36039,10.3
36041,5
36043,5.4
36045,10.3
36047,8.8
36049,20.5
36051,19.3
36053,12.7
36055,15.3
36057,9.2
36059,6
36061,14.6
36063,7.3
36065,13.9
36067,19.1
36069,10.2
36071,5.3
36073,5.6
36075,11.8
36077,12
36079,4.9
36081,8.3
36083,17.7
36085,5.1
36087,6.6
36089,16.2
36091,17.2
36093,10.2
36095,2.2
36097,16.9
36099,6.8
36101,11.4
36103,6.8
36105,2.8
36107,3.4
36109,38
36111,11.8
36113,11.5
36115,7.7
36117,8.8
36119,8
36121,12.5
36123,31.2
37001,8.4
37003,10.6
37005,9.1
37007,2.3
37009,4.8
37011,4
37013,7.1
37015,5.3
37017,9.4
37019,4.4
37021,11.3
37023,6.5
37025,8.6
37027,12
37029,20
37031,9.8
37033,26
37035,11.3
37037,5.5
37039,14.4
37041,0
37043,5.5
37045,12.6
37047,8.9
37049,18.4
37051,11.5
37053,6.3
37055,5.7
37057,2
37059,3.6
37061,8.5
37063,16.6
37065,6.6
37067,6
37069,11.7
37071,8.4
37073,15.1
37075,28.6
37077,5.2
37079,5.2
37081,13.6
37083,3
37085,6.8
37087,2.1
37089,6.6
37091,20
37093,8.1
37095,1.2
37097,10.9
37099,22.4
37101,6.5
37103,4.7
37105,5.8
37107,15.3
37109,1.2
37111,15.8
37113,14.5
37115,10.1
37117,0
37119,14.2
37121,15
37123,2.4
37125,12.7
37127,12.3
37129,8.9
37131,15.2
37133,7.4
37135,17.2
37137,6.6
37139,17.2
37141,9.3
37143,5
37145,2.6
37147,11
37149,5.6
37151,3.4
37153,5.7
37155,5.5
37157,7.2
37159,4
37161,1.1
37163,10.6
37165,16.2
37167,7.5
37169,2.6
37171,9.8
37173,5
37175,10.1
37177,0
37179,4.9
37181,4.3
37183,13.9
37185,0
37187,31.5
37189,9.7
37191,11.6
37193,8.4
37195,9.7
37197,9.4
37199,1.3
38001,61.9
38003,35
38005,0
38007,47.1
38009,13.6
38011,0
38013,2.7
38015,21.8
38017,28.3
38019,5.8
38021,27.8
38023,15.4
38025,8.4
38027,8.3
38029,52.2
38031,26.7
38033,0
38035,34.1
38037,41.7
38039,0
38041,30.8
38043,0
38045,0
38047,25
38049,1.6
38051,0
38053,42.9
38055,9.2
38057,8.3
38059,13.6
38061,16.6
38063,8.2
38065,0
38067,13.9
38069,0
38071,0.8
38073,0
38075,1.4
38077,25.6
38079,0
38081,34.8
38083,0
38085,47.8
38087,
38089,26.8
38091,0
38093,23.6
38095,7.4
38097,5.8
38099,23.3
38101,45
38103,0
38105,8.3
39001,27.1
39003,12.8
39005,27.8
39007,5.6
39009,47.1
39011,19.5
39013,3.6
39015,3.4
39017,13.9
39019,3.4
39021,14.5
39023,6.3
39025,11
39027,12.2
39029,15.1
39031,10.9
39033,10.2
39035,13
39037,9.7
39039,13.2
39041,12.2
39043,8.1
39045,16.4
39047,17.4
39049,19.4
39051,16.3
39053,10.4
39055,5.5
39057,23.4
39059,0.8
39061,19.5
39063,23
39065,6
39067,12.7
39069,10.1
39071,12.4
39073,6.3
39075,3.2
39077,9.3
39079,42.5
39081,9.6
39083,8.6
39085,9.2
39087,12.2
39089,12.4
39091,14.7
39093,12
39095,14.4
39097,28.9
39099,10.3
39101,4.2
39103,6.4
39105,1.1
39107,9.5
39109,14.3
39111,30
39113,17.3
39115,11.3
39117,16.4
39119,24.9
39121,0
39123,3.8
39125,9.4
39127,0
39129,13.8
39131,0
39133,37.2
39135,32.8
39137,5.1
39139,6.5
39141,8.7
39143,4.1
39145,10.6
39147,22.4
39149,33.8
39151,9.4
39153,16.8
39155,3.3
39157,13.8
39159,11.4
39161,5.1
39163,0
39165,14.4
39167,18.6
39169,19.7
39171,2.4
39173,20.5
39175,0
40001,4.3
40003,0
40005,18.7
40007,6.3
40009,7.2
40011,31.9
40013,8.8
40015,15.6
40017,8
